# Characters data/qieyun_mc.tsv cannot read, and WHY. MISSING.md M-2.
# data/qieyun_mc.tsv itself is NOT modified: the CC0 original stays
# byte-identical and re-derivable, and this file sits beside it.
#
# THE MECHANISM, from the upstream source rather than from inference:
# nk2028/qieyun-data's 韻書/廣韻.csv prints 䰟 as the 字頭 of 小韻 483, whose
# 韻目原貌 is 魂. The rhyme group is NAMED 魂 and 魂 is never a headword in it,
# so 477 characters carry 魂 as their label and the character itself cannot be
# looked up. The extraction is faithful; the rime book is keyed on its own
# orthographic norm and a Song lyric is not.
#
# relation -- and this column is the whole point of the file. A refusal rate
# is uninterpretable until its causes are separated (doctrine 79, one layer
# down from the sonnet battery's):
#   異體  a variant of this character IS in the table. Read `target` instead.
#         An INGESTION defect, and it is now fixed.
#   簡化  a 1956 simplified form. `target` is what it simplifies. NOT mapped:
#         M-2 measured that resolving these silently returns a different
#         word's rhyme wherever the reform merged two Middle Chinese words.
#         A refusal, and its cause is the SCRIPT.
#   後起  no 廣韻 headword and no warranted 異體, but present in the
#         平水韻/詞林正韻 tables. A refusal, and it is CORRECT: the rime book
#         does not contain this graph.
#   混同  the character READS -- it is in the table -- but it doubles as the
#         simplification of `target`, so in a simplified text the reading
#         returned may be a different word's. Not a refusal: a hazard, and
#         the reason OpenCC is not the fix (M-2).
#
# WITNESSES for every 異體 row, and the standard is two:
#   PROPOSER  unicode-org/unihan-database, Unicode License v3 (redistribution
#             granted; this notice is the (b) route). kSemanticVariant,
#             kSpecializedSemanticVariant, kZVariant, read in both directions.
#   FILTER    hulbji/couyun (MIT): the pair must share a (聲, 平水韻部,
#             詞林韻部). This is not "these are the same character" -- it is
#             the predicate the module actually needs (doctrine 60):
#             substituting one for the other CANNOT change the verdict
#             ltc.rhymes gives at 平水韻 or 詞林正韻 granularity, because both
#             sit in the same cell of both standards. At RAW Qieyun
#             granularity it warrants nothing, so readings() marks every
#             substituted reading with `via` and rhyme_keys(standard='qieyun')
#             can be told apart from the two grouped standards.
#   Where Unihan proposes two targets that couyun places in different cells,
#   the row is REFUSED rather than resolved by a tie-break (doctrine 66).
#   The 19 pairs MISSING.md M-2 names are entered FIRST, with their named
#   target, so this file can be read against the register entry that motivated
#   it; 11 of the 19 are also proposed mechanically, and every one of the 19
#   is warranted by couyun.
char	relation	target	target_readings	witnesses
刔	後起			no 廣韻 headword; in couyun 平水韻
刘	異體	劉	尤平	Unihan+couyun
则	簡化	則	登入	Unihan kTraditionalVariant
刚	簡化	剛	唐平	Unihan kTraditionalVariant
创	簡化	創	陽去|陽平	Unihan kTraditionalVariant
刟	後起			no 廣韻 headword; in couyun 平水韻
删	異體	刪	刪平	Unihan+couyun
刣	後起			no 廣韻 headword; in couyun 平水韻
刦	異體	劫	嚴入	Unihan+couyun
刧	異體	劫	嚴入	Unihan+couyun
刨	異體	鉋	肴去|肴平	Unihan+couyun
别	簡化	別别彆		Unihan kTraditionalVariant
刬	簡化	剗	山上	Unihan kTraditionalVariant
刭	簡化	剄	青上	Unihan kTraditionalVariant
刮	混同	刮颳		Unihan kTraditionalVariant
刯	後起			no 廣韻 headword; in couyun 平水韻
刴	異體	剁	歌去	Unihan+couyun
制	混同	制製		Unihan kTraditionalVariant
刹	混同	刹剎		Unihan kTraditionalVariant
刼	異體	劫	嚴入	Unihan+couyun
刽	簡化	劊	寒入|泰去	Unihan kTraditionalVariant
刾	混同	㓨刾		Unihan kTraditionalVariant
刿	簡化	劌	祭去	Unihan kTraditionalVariant
剀	簡化	剴	咍平	Unihan kTraditionalVariant
剂	簡化	劑	支平|齊去	Unihan kTraditionalVariant
剎	後起			no 廣韻 headword; in couyun 平水韻
剏	後起			no 廣韻 headword; in couyun 平水韻
剐	簡化	剮	麻上	Unihan kTraditionalVariant
剑	簡化	劍		Unihan kTraditionalVariant
剓	後起			no 廣韻 headword; in couyun 平水韻
剕	異體	䠊	微去	Unihan+couyun
剘	後起			no 廣韻 headword; in couyun 平水韻
剙	異體	創	陽去|陽平	Unihan+couyun
剣	後起			no 廣韻 headword; in couyun 平水韻
剤	後起			no 廣韻 headword; in couyun 平水韻
剥	簡化	剝	江入	Unihan kTraditionalVariant
剧	簡化	剧劇		Unihan kTraditionalVariant
剰	後起			no 廣韻 headword; in couyun 平水韻
剱	後起			no 廣韻 headword; in couyun 平水韻
剳	後起			no 廣韻 headword; in couyun 平水韻
剷	異體	剗	山上	Unihan+couyun
剻	後起			no 廣韻 headword; in couyun 平水韻
剼	後起			no 廣韻 headword; in couyun 平水韻
劅	後起			no 廣韻 headword; in couyun 平水韻
劆	後起			no 廣韻 headword; in couyun 平水韻
劍	異體	劒	嚴去	Unihan+couyun
劎	後起			no 廣韻 headword; in couyun 平水韻
劔	後起			no 廣韻 headword; in couyun 平水韻
劚	後起			no 廣韻 headword; in couyun 平水韻
劝	異體	勸	元去	Unihan+couyun
办	異體	辦	山去	Unihan+couyun
务	簡化	務	虞去	Unihan kTraditionalVariant
劢	簡化	勱	夬去	Unihan kTraditionalVariant
劧	後起			no 廣韻 headword; in couyun 平水韻
动	簡化	动動		Unihan kTraditionalVariant
劯	後起			no 廣韻 headword; in couyun 平水韻
劰	後起			no 廣韻 headword; in couyun 平水韻
励	簡化	励勵		Unihan kTraditionalVariant
劲	簡化	勁	清去	Unihan kTraditionalVariant
劳	異體	勞	豪去|豪平	Unihan+couyun
労	後起			no 廣韻 headword; in couyun 平水韻
劵	後起			no 廣韻 headword; in couyun 平水韻
劶	後起			no 廣韻 headword; in couyun 平水韻
劷	後起			no 廣韻 headword; in couyun 平水韻
劸	後起			no 廣韻 headword; in couyun 平水韻
劽	後起			no 廣韻 headword; in couyun 平水韻
势	簡化	势勢		Unihan kTraditionalVariant
勂	後起			no 廣韻 headword; in couyun 平水韻
勄	異體	敏	眞上	Unihan+couyun
勆	後起			no 廣韻 headword; in couyun 平水韻
勈	後起			no 廣韻 headword; in couyun 平水韻
勊	後起			no 廣韻 headword; in couyun 平水韻
勋	簡化	勛	文平	Unihan kTraditionalVariant
勌	後起			no 廣韻 headword; in couyun 平水韻
勎	後起			no 廣韻 headword; in couyun 平水韻
勏	後起			no 廣韻 headword; in couyun 平水韻
勐	後起			no 廣韻 headword; in couyun 平水韻
勓	後起			no 廣韻 headword; in couyun 平水韻
勗	異體	勖	鍾入	Unihan+couyun
勚	簡化	勩	祭去|脂去	Unihan kTraditionalVariant
勧	後起			no 廣韻 headword; in couyun 平水韻
勪	後起			no 廣韻 headword; in couyun 平水韻
勫	後起			no 廣韻 headword; in couyun 平水韻
勭	後起			no 廣韻 headword; in couyun 平水韻
勯	後起			no 廣韻 headword; in couyun 平水韻
勲	後起			no 廣韻 headword; in couyun 平水韻
勶	後起			no 廣韻 headword; in couyun 平水韻
勾	後起			no 廣韻 headword; in couyun 平水韻
匀	異體	勻	眞平	Unihan+couyun
匄	異體	匃	寒入|泰去	Unihan+couyun
匆	異體	悤	東平	Unihan+couyun
匎	後起			no 廣韻 headword; in couyun 平水韻
匒	後起			no 廣韻 headword; in couyun 平水韻
匔	後起			no 廣韻 headword; in couyun 平水韻
匘	異體	腦	豪上|豪去	Unihan+couyun
匛	後起			no 廣韻 headword; in couyun 平水韻
匝	異體	帀	覃入	Unihan+couyun
匞	後起			no 廣韻 headword; in couyun 平水韻
匟	後起			no 廣韻 headword; in couyun 平水韻
匢	後起			no 廣韻 headword; in couyun 平水韻
匦	簡化	匭	脂上	Unihan kTraditionalVariant
匩	後起			no 廣韻 headword; in couyun 平水韻
匬	後起			no 廣韻 headword; in couyun 平水韻
匮	簡化	匱	脂去	Unihan kTraditionalVariant
匲	後起			no 廣韻 headword; in couyun 平水韻
匷	後起			no 廣韻 headword; in couyun 平水韻
区	簡化	区區		Unihan kTraditionalVariant
医	混同	医醫		Unihan kTraditionalVariant
匼	後起			no 廣韻 headword; in couyun 平水韻
千	混同	千韆		Unihan kTraditionalVariant
卄	異體	廿	侵入	Unihan+couyun
卆	後起			no 廣韻 headword; in couyun 平水韻
卋	後起			no 廣韻 headword; in couyun 平水韻
卍	異體	万	元去|登入	Unihan+couyun
华	簡化	華	麻去|麻平	Unihan kTraditionalVariant
协	簡化	協	添入	Unihan kTraditionalVariant
单	異體	單	仙上|仙去|仙平|寒平	Unihan+couyun
卖	簡化	賣	佳去	Unihan kTraditionalVariant
単	後起			no 廣韻 headword; in couyun 平水韻
卜	混同	卜蔔		Unihan kTraditionalVariant
卡	後起			no 廣韻 headword; in couyun 平水韻
卢	簡化	盧	模平	Unihan kTraditionalVariant
卤	混同	滷鹵		Unihan kTraditionalVariant
卥	後起			no 廣韻 headword; in couyun 平水韻
卧	異體	臥	歌去	Unihan+couyun
卨	後起			no 廣韻 headword; in couyun 平水韻
卩	異體	節	先入	Unihan+couyun
卪	後起			no 廣韻 headword; in couyun 平水韻
卫	簡化	衛	祭去	Unihan kTraditionalVariant
卭	後起			no 廣韻 headword; in couyun 平水韻
卮	後起			no 廣韻 headword; in couyun 平水韻
却	混同	却卻		Unihan kTraditionalVariant
卷	混同	卷捲		Unihan kTraditionalVariant
卺	後起			no 廣韻 headword; in couyun 平水韻
卼	後起			no 廣韻 headword; in couyun 平水韻
卾	後起			no 廣韻 headword; in couyun 平水韻
厂	混同	厂廠		Unihan kTraditionalVariant
厅	簡化	廳	青平	Unihan kTraditionalVariant
历	簡化	历曆歷		Unihan kTraditionalVariant
厈	後起			no 廣韻 headword; in couyun 平水韻
厉	簡化	厉厲		Unihan kTraditionalVariant
压	簡化	压壓		Unihan kTraditionalVariant
厌	簡化	厭	鹽上|鹽入|鹽去	Unihan kTraditionalVariant
厍	簡化	厙	麻去	Unihan kTraditionalVariant
厐	簡化	龎		Unihan kTraditionalVariant
厔	後起			no 廣韻 headword; in couyun 平水韻
厕	簡化	厠廁		Unihan kTraditionalVariant
厘	異體	釐	之平	Unihan+couyun
厛	後起			no 廣韻 headword; in couyun 平水韻
厞	後起			no 廣韻 headword; in couyun 平水韻
厠	異體	廁	之去	Unihan+couyun
厡	後起			no 廣韻 headword; in couyun 平水韻
厢	簡化	廂	陽平	Unihan kTraditionalVariant
厣	簡化	厴	鹽上	Unihan kTraditionalVariant
厦	異體	廈	麻上	Unihan+couyun
厨	異體	廚	虞平	Unihan+couyun
厩	簡化	厩廄		Unihan kTraditionalVariant
厪	異體	廑	眞去	Unihan+couyun
厫	後起			no 廣韻 headword; in couyun 平水韻
厮	簡化	厮廝		Unihan kTraditionalVariant
厯	後起			no 廣韻 headword; in couyun 平水韻
厰	異體	廠	陽上|陽去	Unihan+couyun
厳	後起			no 廣韻 headword; in couyun 平水韻
厷	異體	肱	登平	Unihan+couyun
厺	後起			no 廣韻 headword; in couyun 平水韻
县	簡化	縣	先去|先平	Unihan kTraditionalVariant
参	簡化	参參		Unihan kTraditionalVariant
叄	後起			no 廣韻 headword; in couyun 平水韻
叅	異體	參	侵平|覃去|覃平|談平	Unihan+couyun
叆	簡化	靉	咍去|微上	Unihan kTraditionalVariant
叇	簡化	靆	咍去	Unihan kTraditionalVariant
双	異體	雙	江平	Unihan+couyun
収	異體	收	尤去|尤平	Unihan+couyun
叏	後起			no 廣韻 headword; in couyun 平水韻
叐	後起			no 廣韻 headword; in couyun 平水韻
发	簡化	發髮		Unihan kTraditionalVariant
叓	後起			no 廣韻 headword; in couyun 平水韻
变	異體	變	仙去	Unihan+couyun
叙	異體	敘	魚上	Unihan+couyun
叝	後起			no 廣韻 headword; in couyun 平水韻
叞	後起			no 廣韻 headword; in couyun 平水韻
叠	簡化	叠疊		Unihan kTraditionalVariant
另	後起			no 廣韻 headword; in couyun 平水韻
叧	後起			no 廣韻 headword; in couyun 平水韻
只	混同	只戠衹隻		Unihan kTraditionalVariant
叭	後起			no 廣韻 headword; in couyun 平水韻
台	混同	台檯臺颱		Unihan kTraditionalVariant
叶	混同	叶葉		Unihan kTraditionalVariant
号	混同	号號		Unihan kTraditionalVariant
叹	簡化	嘆	寒去|寒平	Unihan kTraditionalVariant
叺	後起			no 廣韻 headword; in couyun 平水韻
叼	後起			no 廣韻 headword; in couyun 平水韻
叽	簡化	嘰	微平	Unihan kTraditionalVariant
吀	後起			no 廣韻 headword; in couyun 平水韻
吁	混同	吁籲		Unihan kTraditionalVariant
吆	後起			no 廣韻 headword; in couyun 平水韻
吇	後起			no 廣韻 headword; in couyun 平水韻
合	混同	合閤		Unihan kTraditionalVariant
吊	異體	弔	蕭去|青入	Unihan+couyun
吋	後起			no 廣韻 headword; in couyun 平水韻
同	混同	同衕		Unihan kTraditionalVariant
后	混同	后後		Unihan kTraditionalVariant
向	混同	向嚮曏		Unihan kTraditionalVariant
吓	簡化	吓嚇		Unihan kTraditionalVariant
吔	後起			no 廣韻 headword; in couyun 平水韻
吕	簡化	呂	魚上	Unihan kTraditionalVariant
吗	簡化	嗎		Unihan kTraditionalVariant
吘	後起			no 廣韻 headword; in couyun 平水韻
吙	後起			no 廣韻 headword; in couyun 平水韻
吚	異體	咿	脂平	Unihan+couyun
吜	後起			no 廣韻 headword; in couyun 平水韻
吢	後起			no 廣韻 headword; in couyun 平水韻
吣	混同	唚		Unihan kTraditionalVariant
吤	後起			no 廣韻 headword; in couyun 平水韻
吥	後起			no 廣韻 headword; in couyun 平水韻
吨	混同	噸		Unihan kTraditionalVariant
吩	後起			no 廣韻 headword; in couyun 平水韻
听	混同	听聽		Unihan kTraditionalVariant
启	混同	啓啟		Unihan kTraditionalVariant
吲	異體	哂	眞上	Unihan+couyun
吴	異體	吳	模平	Unihan+couyun
吿	異體	告	冬入|豪去	Unihan+couyun
呃	後起			no 廣韻 headword; in couyun 平水韻
呄	後起			no 廣韻 headword; in couyun 平水韻
呅	後起			no 廣韻 headword; in couyun 平水韻
呆	異體	獃	咍平	Unihan+couyun
呇	後起			no 廣韻 headword; in couyun 平水韻
呉	異體	吳	模平	Unihan+couyun
呋	後起			no 廣韻 headword; in couyun 平水韻
呌	異體	叫	蕭去	Unihan+couyun
呍	後起			no 廣韻 headword; in couyun 平水韻
呐	簡化	吶	仙入	Unihan kTraditionalVariant
呒	簡化	嘸		Unihan kTraditionalVariant
呓	簡化	囈	祭去	Unihan kTraditionalVariant
呕	簡化	嘔	侯上|侯平	Unihan kTraditionalVariant
呖	簡化	嚦		Unihan kTraditionalVariant
呗	簡化	唄	夬去	Unihan kTraditionalVariant
员	簡化	員	仙平|文去|文平	Unihan kTraditionalVariant
呙	簡化	咼	佳平	Unihan kTraditionalVariant
呛	簡化	嗆		Unihan kTraditionalVariant
呜	簡化	嗚	模平	Unihan kTraditionalVariant
呟	後起			no 廣韻 headword; in couyun 平水韻
呠	後起			no 廣韻 headword; in couyun 平水韻
呡	異體	吻	文上	Unihan+couyun
呧	後起			no 廣韻 headword; in couyun 平水韻
呩	後起			no 廣韻 headword; in couyun 平水韻
呮	後起			no 廣韻 headword; in couyun 平水韻
呯	後起			no 廣韻 headword; in couyun 平水韻
呲	後起			no 廣韻 headword; in couyun 平水韻
呸	後起			no 廣韻 headword; in couyun 平水韻
呹	後起			no 廣韻 headword; in couyun 平水韻
咁	後起			no 廣韻 headword; in couyun 平水韻
咂	異體	𠯗	覃入	Unihan+couyun
咃	後起			no 廣韻 headword; in couyun 平水韻
咏	混同	咏詠		Unihan kTraditionalVariant
咐	後起			no 廣韻 headword; in couyun 平水韻
咒	異體	呪	尤去	Unihan+couyun
咔	後起			no 廣韻 headword; in couyun 平水韻
咕	後起			no 廣韻 headword; in couyun 平水韻
咙	簡化	嚨	東平	Unihan kTraditionalVariant
咚	後起			no 廣韻 headword; in couyun 平水韻
咛	簡化	嚀	青平	Unihan kTraditionalVariant
咞	後起			no 廣韻 headword; in couyun 平水韻
咣	後起			no 廣韻 headword; in couyun 平水韻
咤	混同	吒咤		Unihan kTraditionalVariant
咧	後起			no 廣韻 headword; in couyun 平水韻
咩	後起			no 廣韻 headword; in couyun 平水韻
咪	後起			no 廣韻 headword; in couyun 平水韻
咯	後起			no 廣韻 headword; in couyun 平水韻
咱	後起			no 廣韻 headword; in couyun 平水韻
咲	異體	笑	宵去	Unihan+couyun
咴	後起			no 廣韻 headword; in couyun 平水韻
咵	後起			no 廣韻 headword; in couyun 平水韻
咸	混同	咸鹹		Unihan kTraditionalVariant
咾	後起			no 廣韻 headword; in couyun 平水韻
哅	後起			no 廣韻 headword; in couyun 平水韻
哋	後起			no 廣韻 headword; in couyun 平水韻
哌	後起			no 廣韻 headword; in couyun 平水韻
响	異體	響	陽上	Unihan+couyun
哑	簡化	啞	庚入|耕入|麻上|麻去	Unihan kTraditionalVariant
哒	簡化	噠		Unihan kTraditionalVariant
哓	簡化	嘵	蕭平	Unihan kTraditionalVariant
哔	簡化	嗶		Unihan kTraditionalVariant
哕	簡化	噦	仙入|元入|泰去	Unihan kTraditionalVariant
哗	簡化	嘩		Unihan kTraditionalVariant
哙	簡化	噲	夬去	Unihan kTraditionalVariant
哜	簡化	嚌	齊去	Unihan kTraditionalVariant
哝	簡化	噥	冬平|江平	Unihan kTraditionalVariant
哞	後起			no 廣韻 headword; in couyun 平水韻
哠	後起			no 廣韻 headword; in couyun 平水韻
哧	後起			no 廣韻 headword; in couyun 平水韻
哩	後起			no 廣韻 headword; in couyun 平水韻
哪	後起			no 廣韻 headword; in couyun 平水韻
哬	後起			no 廣韻 headword; in couyun 平水韻
哶	後起			no 廣韻 headword; in couyun 平水韻
哸	後起			no 廣韻 headword; in couyun 平水韻
哻	後起			no 廣韻 headword; in couyun 平水韻
哼	後起			no 廣韻 headword; in couyun 平水韻
哾	後起			no 廣韻 headword; in couyun 平水韻
唀	後起			no 廣韻 headword; in couyun 平水韻
唃	後起			no 廣韻 headword; in couyun 平水韻
唋	後起			no 廣韻 headword; in couyun 平水韻
唍	後起			no 廣韻 headword; in couyun 平水韻
唎	後起			no 廣韻 headword; in couyun 平水韻
唑	後起			no 廣韻 headword; in couyun 平水韻
唒	後起			no 廣韻 headword; in couyun 平水韻
唓	後起			no 廣韻 headword; in couyun 平水韻
唔	後起			no 廣韻 headword; in couyun 平水韻
唖	後起			no 廣韻 headword; in couyun 平水韻
唘	後起			no 廣韻 headword; in couyun 平水韻
唙	後起			no 廣韻 headword; in couyun 平水韻
唚	異體	吣	侵去	Unihan+couyun
唝	簡化	嗊	東上	Unihan kTraditionalVariant
唠	簡化	嘮	肴平	Unihan kTraditionalVariant
唢	簡化	嗩		Unihan kTraditionalVariant
唤	簡化	喚	寒去	Unihan kTraditionalVariant
唩	後起			no 廣韻 headword; in couyun 平水韻
唰	後起			no 廣韻 headword; in couyun 平水韻
唷	後起			no 廣韻 headword; in couyun 平水韻
唺	後起			no 廣韻 headword; in couyun 平水韻
唼	後起			no 廣韻 headword; in couyun 平水韻
唽	後起			no 廣韻 headword; in couyun 平水韻
唿	後起			no 廣韻 headword; in couyun 平水韻
啃	後起			no 廣韻 headword; in couyun 平水韻
啈	後起			no 廣韻 headword; in couyun 平水韻
啊	後起			no 廣韻 headword; in couyun 平水韻
啋	後起			no 廣韻 headword; in couyun 平水韻
啔	後起			no 廣韻 headword; in couyun 平水韻
啘	後起			no 廣韻 headword; in couyun 平水韻
啛	後起			no 廣韻 headword; in couyun 平水韻
啝	後起			no 廣韻 headword; in couyun 平水韻
啟	異體	啓	齊上	Unihan+couyun
啠	後起			no 廣韻 headword; in couyun 平水韻
啣	後起			no 廣韻 headword; in couyun 平水韻
啦	後起			no 廣韻 headword; in couyun 平水韻
啧	簡化	嘖	庚入|耕入	Unihan kTraditionalVariant
啨	後起			no 廣韻 headword; in couyun 平水韻
啪	後起			no 廣韻 headword; in couyun 平水韻
啬	簡化	嗇	蒸入	Unihan kTraditionalVariant
啭	簡化	囀	仙去	Unihan kTraditionalVariant
啮	簡化	嚙		Unihan kTraditionalVariant
啯	簡化	嘓	耕入	Unihan kTraditionalVariant
啰	簡化	啰囉		Unihan kTraditionalVariant
啳	後起			no 廣韻 headword; in couyun 平水韻
啴	簡化	嘽	仙上|寒平	Unihan kTraditionalVariant
啵	後起			no 廣韻 headword; in couyun 平水韻
啷	後起			no 廣韻 headword; in couyun 平水韻
啸	簡化	嘯	蕭去	Unihan kTraditionalVariant
啽	後起			no 廣韻 headword; in couyun 平水韻
啿	後起			no 廣韻 headword; in couyun 平水韻
喂	異體	餧	支去|灰上	Unihan+couyun
喇	後起			no 廣韻 headword; in couyun 平水韻
喍	後起			no 廣韻 headword; in couyun 平水韻
喏	後起			no 廣韻 headword; in couyun 平水韻
喐	異體	郁	東入	Unihan+couyun
喒	異體	昝	覃上	Unihan+couyun
喕	後起			no 廣韻 headword; in couyun 平水韻
喖	後起			no 廣韻 headword; in couyun 平水韻
喞	後起			no 廣韻 headword; in couyun 平水韻
喡	後起			no 廣韻 headword; in couyun 平水韻
喨	異體	哴	唐平|陽去	Unihan+couyun
喩	後起			no 廣韻 headword; in couyun 平水韻
喯	後起			no 廣韻 headword; in couyun 平水韻
喰	後起			no 廣韻 headword; in couyun 平水韻
喳	後起			no 廣韻 headword; in couyun 平水韻
営	後起			no 廣韻 headword; in couyun 平水韻
喷	簡化	噴	魂去|魂平	Unihan kTraditionalVariant
喽	簡化	喽嘍		Unihan kTraditionalVariant
喾	簡化	嚳	冬入	Unihan kTraditionalVariant
嗅	異體	齅	尤去	Unihan+couyun
嗆	後起			no 廣韻 headword; in couyun 平水韻
嗍	後起			no 廣韻 headword; in couyun 平水韻
嗎	後起			no 廣韻 headword; in couyun 平水韻
嗏	後起			no 廣韻 headword; in couyun 平水韻
嗐	後起			no 廣韻 headword; in couyun 平水韻
嗓	後起			no 廣韻 headword; in couyun 平水韻
嗖	後起			no 廣韻 headword; in couyun 平水韻
嗘	後起			no 廣韻 headword; in couyun 平水韻
嗠	後起			no 廣韻 headword; in couyun 平水韻
嗡	後起			no 廣韻 headword; in couyun 平水韻
嗦	後起			no 廣韻 headword; in couyun 平水韻
嗩	後起			no 廣韻 headword; in couyun 平水韻
嗪	後起			no 廣韻 headword; in couyun 平水韻
嗫	簡化	囁	鹽入	Unihan kTraditionalVariant
嗬	後起			no 廣韻 headword; in couyun 平水韻
嗳	簡化	噯		Unihan kTraditionalVariant
嗶	後起			no 廣韻 headword; in couyun 平水韻
嘀	後起			no 廣韻 headword; in couyun 平水韻
嘃	後起			no 廣韻 headword; in couyun 平水韻
嘇	後起			no 廣韻 headword; in couyun 平水韻
嘊	後起			no 廣韻 headword; in couyun 平水韻
嘋	後起			no 廣韻 headword; in couyun 平水韻
嘘	簡化	噓	魚去|魚平	Unihan kTraditionalVariant
嘙	後起			no 廣韻 headword; in couyun 平水韻
嘚	後起			no 廣韻 headword; in couyun 平水韻
嘛	後起			no 廣韻 headword; in couyun 平水韻
嘟	後起			no 廣韻 headword; in couyun 平水韻
嘠	後起			no 廣韻 headword; in couyun 平水韻
嘤	簡化	嚶	耕平	Unihan kTraditionalVariant
嘨	後起			no 廣韻 headword; in couyun 平水韻
嘩	異體	譁	麻平	Unihan+couyun
嘭	後起			no 廣韻 headword; in couyun 平水韻
嘱	異體	囑	鍾入	Unihan+couyun
嘴	異體	觜	支上|支平	Unihan+couyun
嘷	異體	嗥	豪平	Unihan+couyun
嘸	後起			no 廣韻 headword; in couyun 平水韻
嘿	異體	默	登入	Unihan+couyun
噀	後起			no 廣韻 headword; in couyun 平水韻
噃	後起			no 廣韻 headword; in couyun 平水韻
噄	後起			no 廣韻 headword; in couyun 平水韻
噐	異體	器	脂去	Unihan+couyun
噑	後起			no 廣韻 headword; in couyun 平水韻
噒	後起			no 廣韻 headword; in couyun 平水韻
噔	後起			no 廣韻 headword; in couyun 平水韻
噕	後起			no 廣韻 headword; in couyun 平水韻
噖	後起			no 廣韻 headword; in couyun 平水韻
噘	後起			no 廣韻 headword; in couyun 平水韻
噙	後起			no 廣韻 headword; in couyun 平水韻
噛	後起			no 廣韻 headword; in couyun 平水韻
噜	簡化	嚕		Unihan kTraditionalVariant
噠	後起			no 廣韻 headword; in couyun 平水韻
噯	後起			no 廣韻 headword; in couyun 平水韻
噵	後起			no 廣韻 headword; in couyun 平水韻
噶	後起			no 廣韻 headword; in couyun 平水韻
噷	後起			no 廣韻 headword; in couyun 平水韻
噸	後起			no 廣韻 headword; in couyun 平水韻
噹	後起			no 廣韻 headword; in couyun 平水韻
噽	後起			no 廣韻 headword; in couyun 平水韻
噾	後起			no 廣韻 headword; in couyun 平水韻
嚁	後起			no 廣韻 headword; in couyun 平水韻
嚆	後起			no 廣韻 headword; in couyun 平水韻
嚈	後起			no 廣韻 headword; in couyun 平水韻
嚉	後起			no 廣韻 headword; in couyun 平水韻
嚋	後起			no 廣韻 headword; in couyun 平水韻
嚍	後起			no 廣韻 headword; in couyun 平水韻
嚎	異體	嗥	豪平	Unihan+couyun
嚐	後起			no 廣韻 headword; in couyun 平水韻
嚑	後起			no 廣韻 headword; in couyun 平水韻
嚔	後起			no 廣韻 headword; in couyun 平水韻
嚕	後起			no 廣韻 headword; in couyun 平水韻
嚙	後起			no 廣韻 headword; in couyun 平水韻
嚟	後起			no 廣韻 headword; in couyun 平水韻
嚠	後起			no 廣韻 headword; in couyun 平水韻
嚢	後起			no 廣韻 headword; in couyun 平水韻
嚣	簡化	囂	宵平	Unihan kTraditionalVariant
嚦	後起			no 廣韻 headword; in couyun 平水韻
嚩	後起			no 廣韻 headword; in couyun 平水韻
嚪	後起			no 廣韻 headword; in couyun 平水韻
嚯	後起			no 廣韻 headword; in couyun 平水韻
嚷	後起			no 廣韻 headword; in couyun 平水韻
嚺	後起			no 廣韻 headword; in couyun 平水韻
嚻	後起			no 廣韻 headword; in couyun 平水韻
嚽	後起			no 廣韻 headword; in couyun 平水韻
嚿	後起			no 廣韻 headword; in couyun 平水韻
囅	後起			no 廣韻 headword; in couyun 平水韻
囆	後起			no 廣韻 headword; in couyun 平水韻
囇	後起			no 廣韻 headword; in couyun 平水韻
囌	後起			no 廣韻 headword; in couyun 平水韻
囒	後起			no 廣韻 headword; in couyun 平水韻
囓	異體	齧	先入	Unihan+couyun
囔	後起			no 廣韻 headword; in couyun 平水韻
囘	異體	回	灰平	Unihan+couyun
囙	後起			no 廣韻 headword; in couyun 平水韻
囜	後起			no 廣韻 headword; in couyun 平水韻
囝	後起			no 廣韻 headword; in couyun 平水韻
回	混同	回迴		Unihan kTraditionalVariant
囡	後起			no 廣韻 headword; in couyun 平水韻
团	簡化	團糰		Unihan kTraditionalVariant
